ID,Punto_Partida,Punto_Llegada,Distancia (km),Tiempo (min),Precio (S/),Empresa_Courier
1D701,San Juan de Miraflores,San Juan de Lurigancho,26.95,75,16,Serpost
1D701,San Juan de Miraflores,San Juan de Lurigancho,26.95,112,26,DHL Express Perú
1D702,Ancón,El Agustino,17.97,77,16,Olva Courier
1D702,Ancón,El Agustino,17.97,44,23,Serpost
1D702,Ancón,El Agustino,17.97,50,22,DHL Express Perú
1D703,Santa Rosa,La Victoria,26.6,87,24,Olva Courier
1D703,Santa Rosa,La Victoria,26.6,70,11,Serpost
1D703,Santa Rosa,La Victoria,26.6,42,16,DHL Express Perú
1D704,San Martín de Porres,Los Olivos,22.0,109,17,Olva Courier
1D704,San Martín de Porres,Los Olivos,22.0,41,18,Serpost
1D704,San Martín de Porres,Los Olivos,22.0,123,23,DHL Express Perú
1D705,La Perla,Rímac,11.28,91,23,Olva Courier
1D705,La Perla,Rímac,11.28,118,12,Serpost
1D705,La Perla,Rímac,11.28,91,22,DHL Express Perú
1D706,Surquillo,Lince,11.98,109,14,Olva Courier
1D706,Surquillo,Lince,11.98,92,16,Serpost
1D706,Surquillo,Lince,11.98,111,24,DHL Express Perú
1D707,Villa El Salvador,San Borja,19.47,87,16,Olva Courier
1D707,Villa El Salvador,San Borja,19.47,124,11,Serpost
1D707,Villa El Salvador,San Borja,19.47,27,14,DHL Express Perú
1D708,Pucusana,Villa El Salvador,23.4,100,21,Olva Courier
1D708,Pucusana,Villa El Salvador,23.4,43,22,Serpost
1D708,Pucusana,Villa El Salvador,23.4,19,22,DHL Express Perú
1D709,Pucusana,San Miguel,11.06,86,16,Olva Courier
1D709,Pucusana,San Miguel,11.06,45,20,Serpost
1D709,Pucusana,San Miguel,11.06,106,16,DHL Express Perú
1D710,Santa Rosa,San Isidro,22.72,47,10,Olva Courier
1D710,Santa Rosa,San Isidro,22.72,111,13,Serpost
1D710,Santa Rosa,San Isidro,22.72,52,18,DHL Express Perú
1D711,Jesús María,Chaclacayo,22.35,40,21,Olva Courier
1D711,Jesús María,Chaclacayo,22.35,105,18,Serpost
1D711,Jesús María,Chaclacayo,22.35,42,14,DHL Express Perú
1D712,San Luis,Bellavista,27.54,101,14,Olva Courier
1D712,San Luis,Bellavista,27.54,98,23,Serpost
1D712,San Luis,Bellavista,27.54,59,18,DHL Express Perú
1D713,Chaclacayo,Independencia,5.32,89,19,Olva Courier
1D713,Chaclacayo,Independencia,5.32,117,17,Serpost
1D713,Chaclacayo,Independencia,5.32,68,14,DHL Express Perú
1D714,Santa María del Mar,Jesús María,6.15,46,14,Olva Courier
1D714,Santa María del Mar,Jesús María,6.15,95,10,Serpost
1D714,Santa María del Mar,Jesús María,6.15,107,20,DHL Express Perú
1D715,Santiago de Surco,Lurigancho,29.64,39,15,Olva Courier
1D715,Santiago de Surco,Lurigancho,29.64,120,24,Serpost
1D715,Santiago de Surco,Lurigancho,29.64,55,21,DHL Express Perú
1D716,La Molina,San Bartolo,17.42,50,23,Olva Courier
1D716,La Molina,San Bartolo,17.42,58,20,Serpost
1D716,La Molina,San Bartolo,17.42,75,15,DHL Express Perú
1D717,San Bartolo,Jesús María,25.69,107,16,Olva Courier
1D717,San Bartolo,Jesús María,25.69,105,20,Serpost
1D717,San Bartolo,Jesús María,25.69,31,15,DHL Express Perú
1D718,San Isidro,La Molina,22.34,27,16,Olva Courier
1D718,San Isidro,La Molina,22.34,69,25,Serpost
1D718,San Isidro,La Molina,22.34,41,18,DHL Express Perú
1D719,Callao,San Martín de Porres,8.45,89,16,Olva Courier
1D719,Callao,San Martín de Porres,8.45,113,21,Serpost
1D719,Callao,San Martín de Porres,8.45,118,15,DHL Express Perú
1D720,Miraflores,Lurigancho,8.29,47,11,Olva Courier
1D720,Miraflores,Lurigancho,8.29,113,23,Serpost
1D720,Miraflores,Lurigancho,8.29,112,22,DHL Express Perú
1D721,Independencia,Jesús María,16.71,60,20,Olva Courier
1D721,Independencia,Jesús María,16.71,115,15,Serpost
1D721,Independencia,Jesús María,16.71,99,16,DHL Express Perú
1D722,Villa María del Triunfo,Barranco,8.31,41,15,Olva Courier
1D722,Villa María del Triunfo,Barranco,8.31,41,20,Serpost
1D722,Villa María del Triunfo,Barranco,8.31,89,20,DHL Express Perú
1D723,Punta Negra,Villa María del Triunfo,26.73,66,19,Olva Courier
1D723,Punta Negra,Villa María del Triunfo,26.73,45,22,Serpost
1D723,Punta Negra,Villa María del Triunfo,26.73,57,25,DHL Express Perú
1D724,San Luis,Punta Negra,19.31,118,11,Olva Courier
1D724,San Luis,Punta Negra,19.31,117,21,Serpost
1D724,San Luis,Punta Negra,19.31,27,19,DHL Express Perú
1D725,San Borja,Comas,18.8,110,14,Olva Courier
1D725,San Borja,Comas,18.8,76,14,Serpost
1D725,San Borja,Comas,18.8,30,11,DHL Express Perú
1D726,Los Olivos,Pucusana,7.19,90,20,Olva Courier
1D726,Los Olivos,Pucusana,7.19,42,21,Serpost
1D726,Los Olivos,Pucusana,7.19,54,23,DHL Express Perú
1D727,Bellavista,Ventanilla,28.9,80,16,Olva Courier
1D727,Bellavista,Ventanilla,28.9,121,24,Serpost
1D727,Bellavista,Ventanilla,28.9,111,25,DHL Express Perú
1D728,Ancón,San Isidro,16.83,91,15,Olva Courier
1D728,Ancón,San Isidro,16.83,30,21,Serpost
1D728,Ancón,San Isidro,16.83,81,20,DHL Express Perú
1D729,San Bartolo,Lurín,27.32,122,14,Olva Courier
1D729,San Bartolo,Lurín,27.32,98,18,Serpost
1D729,San Bartolo,Lurín,27.32,43,21,DHL Express Perú
1D730,San Isidro,Ventanilla,23.18,51,18,Olva Courier
1D730,San Isidro,Ventanilla,23.18,83,11,Serpost
1D730,San Isidro,Ventanilla,23.18,87,15,DHL Express Perú
1D731,Pucusana,Independencia,28.59,87,19,Olva Courier
1D731,Pucusana,Independencia,28.59,34,26,Serpost
1D731,Pucusana,Independencia,28.59,124,14,DHL Express Perú
1D732,Chorrillos,San Luis,18.82,96,18,Olva Courier
1D732,Chorrillos,San Luis,18.82,102,20,Serpost
1D732,Chorrillos,San Luis,18.82,119,13,DHL Express Perú
1D733,Barranco,San Isidro,29.87,41,18,Olva Courier
1D733,Barranco,San Isidro,29.87,96,17,Serpost
1D733,Barranco,San Isidro,29.87,126,21,DHL Express Perú
1D734,Barranco,La Punta,24.95,25,16,Olva Courier
1D734,Barranco,La Punta,24.95,67,24,Serpost
1D734,Barranco,La Punta,24.95,78,21,DHL Express Perú
1D735,Comas,Barranco,10.58,54,23,Olva Courier
1D735,Comas,Barranco,10.58,79,13,Serpost
1D735,Comas,Barranco,10.58,22,16,DHL Express Perú
1D736,La Punta,San Luis,8.04,104,13,Olva Courier
1D736,La Punta,San Luis,8.04,35,12,Serpost
1D736,La Punta,San Luis,8.04,86,25,DHL Express Perú
1D737,Ate,La Victoria,17.59,20,14,Olva Courier
1D737,Ate,La Victoria,17.59,57,23,Serpost
1D737,Ate,La Victoria,17.59,46,17,DHL Express Perú
1D738,Villa El Salvador,San Miguel,16.74,114,21,Olva Courier
1D738,Villa El Salvador,San Miguel,16.74,72,16,Serpost
1D738,Villa El Salvador,San Miguel,16.74,65,20,DHL Express Perú
1D739,La Punta,El Agustino,16.35,108,16,Olva Courier
1D739,La Punta,El Agustino,16.35,118,23,Serpost
1D739,La Punta,El Agustino,16.35,85,16,DHL Express Perú
1D740,San Luis,San Miguel,25.12,69,27,Olva Courier
1D740,San Luis,San Miguel,25.12,93,11,Serpost
1D740,San Luis,San Miguel,25.12,56,20,DHL Express Perú
1D741,Carabayllo,Villa María del Triunfo,15.97,39,14,Olva Courier
1D741,Carabayllo,Villa María del Triunfo,15.97,61,22,Serpost
1D741,Carabayllo,Villa María del Triunfo,15.97,112,19,DHL Express Perú
1D742,Villa El Salvador,Ate,12.24,61,17,Olva Courier
1D742,Villa El Salvador,Ate,12.24,82,18,Serpost
1D742,Villa El Salvador,Ate,12.24,95,17,DHL Express Perú
1D743,Puente Piedra,Pachacámac,18.47,125,16,Olva Courier
1D743,Puente Piedra,Pachacámac,18.47,74,21,Serpost
1D743,Puente Piedra,Pachacámac,18.47,28,18,DHL Express Perú
1D744,Pueblo Libre,Barranco,20.43,97,20,Olva Courier
1D744,Pueblo Libre,Barranco,20.43,63,17,Serpost
1D744,Pueblo Libre,Barranco,20.43,63,10,DHL Express Perú
1D745,La Punta,Ancón,8.74,21,16,Olva Courier
1D745,La Punta,Ancón,8.74,47,14,Serpost
1D745,La Punta,Ancón,8.74,63,24,DHL Express Perú
1D746,San Borja,Mi Perú,21.81,47,12,Olva Courier
1D746,San Borja,Mi Perú,21.81,84,21,Serpost
1D746,San Borja,Mi Perú,21.81,103,20,DHL Express Perú
1D747,La Molina,Ate,25.78,116,17,Olva Courier
1D747,La Molina,Ate,25.78,86,26,Serpost
1D747,La Molina,Ate,25.78,99,22,DHL Express Perú
1D748,San Borja,Barranco,11.63,70,20,Olva Courier
1D748,San Borja,Barranco,11.63,114,15,Serpost
1D748,San Borja,Barranco,11.63,33,18,DHL Express Perú
1D749,Lurín,Villa María del Triunfo,27.65,60,26,Olva Courier
1D749,Lurín,Villa María del Triunfo,27.65,111,24,Serpost
1D749,Lurín,Villa María del Triunfo,27.65,121,23,DHL Express Perú
1D750,La Punta,Santiago de Surco,13.73,122,13,Olva Courier
1D750,La Punta,Santiago de Surco,13.73,113,16,Serpost
1D750,La Punta,Santiago de Surco,13.73,112,11,DHL Express Perú
1D751,Ate,Miraflores,9.11,95,16,Olva Courier
1D751,Ate,Miraflores,9.11,76,15,Serpost
1D751,Ate,Miraflores,9.11,116,13,DHL Express Perú
1D752,San Juan de Lurigancho,Jesús María,28.96,83,15,Olva Courier
1D752,San Juan de Lurigancho,Jesús María,28.96,116,17,Serpost
1D752,San Juan de Lurigancho,Jesús María,28.96,49,22,DHL Express Perú
1D753,Comas,Lurigancho,11.5,110,19,Olva Courier
1D753,Comas,Lurigancho,11.5,97,18,Serpost
1D753,Comas,Lurigancho,11.5,115,16,DHL Express Perú
1D754,Carmen de la Legua Reynoso,Barranco,25.19,33,20,Olva Courier
1D754,Carmen de la Legua Reynoso,Barranco,25.19,52,10,Serpost
1D754,Carmen de la Legua Reynoso,Barranco,25.19,119,12,DHL Express Perú
1D755,Lurigancho,Comas,7.73,43,13,Olva Courier
1D755,Lurigancho,Comas,7.73,26,26,Serpost
1D755,Lurigancho,Comas,7.73,36,24,DHL Express Perú
1D756,La Molina,Surquillo,13.07,23,22,Olva Courier
1D756,La Molina,Surquillo,13.07,26,17,Serpost
1D756,La Molina,Surquillo,13.07,94,23,DHL Express Perú
1D757,Lince,La Victoria,9.35,33,22,Olva Courier
1D757,Lince,La Victoria,9.35,116,22,Serpost
1D757,Lince,La Victoria,9.35,65,15,DHL Express Perú
1D758,Santiago de Surco,Chaclacayo,5.48,19,15,Olva Courier
1D758,Santiago de Surco,Chaclacayo,5.48,87,20,Serpost
1D758,Santiago de Surco,Chaclacayo,5.48,68,16,DHL Express Perú
1D759,Santa María del Mar,San Juan de Lurigancho,13.21,92,17,Olva Courier
1D759,Santa María del Mar,San Juan de Lurigancho,13.21,48,25,Serpost
1D759,Santa María del Mar,San Juan de Lurigancho,13.21,31,24,DHL Express Perú
1D760,Carabayllo,Los Olivos,19.34,29,24,Olva Courier
1D760,Carabayllo,Los Olivos,19.34,67,15,Serpost
1D760,Carabayllo,Los Olivos,19.34,24,15,DHL Express Perú
1D761,Ate,San Borja,8.9,52,20,Olva Courier
1D761,Ate,San Borja,8.9,43,13,Serpost
1D761,Ate,San Borja,8.9,53,18,DHL Express Perú
1D762,Pueblo Libre,Jesús María,9.02,51,19,Olva Courier
1D762,Pueblo Libre,Jesús María,9.02,51,12,Serpost
1D762,Pueblo Libre,Jesús María,9.02,103,12,DHL Express Perú
1D763,Carmen de la Legua Reynoso,Ventanilla,11.13,34,18,Olva Courier
1D763,Carmen de la Legua Reynoso,Ventanilla,11.13,35,24,Serpost
1D763,Carmen de la Legua Reynoso,Ventanilla,11.13,83,17,DHL Express Perú
1D764,San Isidro,Carabayllo,12.88,89,10,Olva Courier
1D764,San Isidro,Carabayllo,12.88,51,20,Serpost
1D764,San Isidro,Carabayllo,12.88,51,19,DHL Express Perú
1D765,Bellavista,Ate,21.11,99,14,Olva Courier
1D765,Bellavista,Ate,21.11,97,14,Serpost
1D765,Bellavista,Ate,21.11,73,21,DHL Express Perú
1D766,Santa Rosa,Callao,10.06,121,14,Olva Courier
1D766,Santa Rosa,Callao,10.06,117,23,Serpost
1D766,Santa Rosa,Callao,10.06,63,20,DHL Express Perú
1D767,Puente Piedra,Punta Negra,5.9,102,16,Olva Courier
1D767,Puente Piedra,Punta Negra,5.9,74,25,Serpost
1D767,Puente Piedra,Punta Negra,5.9,25,13,DHL Express Perú
1D768,Punta Hermosa,Cieneguilla,29.98,64,21,Olva Courier
1D768,Punta Hermosa,Cieneguilla,29.98,49,20,Serpost
1D768,Punta Hermosa,Cieneguilla,29.98,112,24,DHL Express Perú
1D769,Los Olivos,Villa El Salvador,27.3,41,14,Olva Courier
1D769,Los Olivos,Villa El Salvador,27.3,117,18,Serpost
1D769,Los Olivos,Villa El Salvador,27.3,39,22,DHL Express Perú
1D770,Breña,San Miguel,21.48,57,20,Olva Courier
1D770,Breña,San Miguel,21.48,70,11,Serpost
1D770,Breña,San Miguel,21.48,117,16,DHL Express Perú
1D771,Breña,Bellavista,25.76,111,17,Olva Courier
1D771,Breña,Bellavista,25.76,41,18,Serpost
1D771,Breña,Bellavista,25.76,53,22,DHL Express Perú
1D772,Lurigancho,Bellavista,12.8,122,13,Olva Courier
1D772,Lurigancho,Bellavista,12.8,46,11,Serpost
1D772,Lurigancho,Bellavista,12.8,64,16,DHL Express Perú
1D773,Bellavista,Lurín,5.18,48,13,Olva Courier
1D773,Bellavista,Lurín,5.18,114,15,Serpost
1D773,Bellavista,Lurín,5.18,29,13,DHL Express Perú
1D774,Callao,Lurigancho,24.52,66,21,Olva Courier
1D774,Callao,Lurigancho,24.52,84,13,Serpost
1D774,Callao,Lurigancho,24.52,69,21,DHL Express Perú
1D775,Lurín,Carmen de la Legua Reynoso,24.37,103,12,Olva Courier
1D775,Lurín,Carmen de la Legua Reynoso,24.37,59,16,Serpost
1D775,Lurín,Carmen de la Legua Reynoso,24.37,93,10,DHL Express Perú
1D776,La Victoria,Rímac,12.95,74,19,Olva Courier
1D776,La Victoria,Rímac,12.95,76,14,Serpost
1D776,La Victoria,Rímac,12.95,38,13,DHL Express Perú
1D777,San Juan de Miraflores,Carabayllo,21.64,87,18,Olva Courier
1D777,San Juan de Miraflores,Carabayllo,21.64,98,20,Serpost
1D777,San Juan de Miraflores,Carabayllo,21.64,67,17,DHL Express Perú
1D778,San Juan de Miraflores,Pachacámac,19.83,120,20,Olva Courier
1D778,San Juan de Miraflores,Pachacámac,19.83,53,14,Serpost
1D778,San Juan de Miraflores,Pachacámac,19.83,20,18,DHL Express Perú
1D779,Magdalena del Mar,Lurigancho,29.03,27,18,Olva Courier
1D779,Magdalena del Mar,Lurigancho,29.03,78,23,Serpost
1D779,Magdalena del Mar,Lurigancho,29.03,127,14,DHL Express Perú
1D780,El Agustino,Villa El Salvador,14.48,28,18,Olva Courier
1D780,El Agustino,Villa El Salvador,14.48,17,23,Serpost
1D780,El Agustino,Villa El Salvador,14.48,49,22,DHL Express Perú
1D781,La Perla,Punta Hermosa,7.6,96,13,Olva Courier
1D781,La Perla,Punta Hermosa,7.6,21,19,Serpost
1D781,La Perla,Punta Hermosa,7.6,86,16,DHL Express Perú
1D782,Santiago de Surco,La Victoria,15.45,62,23,Olva Courier
1D782,Santiago de Surco,La Victoria,15.45,88,14,Serpost
1D782,Santiago de Surco,La Victoria,15.45,32,17,DHL Express Perú
1D783,Pachacámac,San Luis,25.43,42,20,Olva Courier
1D783,Pachacámac,San Luis,25.43,126,26,Serpost
1D783,Pachacámac,San Luis,25.43,40,22,DHL Express Perú
1D784,Puente Piedra,Rímac,22.86,59,10,Olva Courier
1D784,Puente Piedra,Rímac,22.86,70,22,Serpost
1D784,Puente Piedra,Rímac,22.86,119,15,DHL Express Perú
1D785,Lince,Barranco,19.9,109,17,Olva Courier
1D785,Lince,Barranco,19.9,28,10,Serpost
1D785,Lince,Barranco,19.9,58,11,DHL Express Perú
1D786,Breña,San Bartolo,14.35,34,10,Olva Courier
1D786,Breña,San Bartolo,14.35,55,20,Serpost
1D786,Breña,San Bartolo,14.35,89,15,DHL Express Perú
1D787,Santa María del Mar,Pueblo Libre,8.47,56,25,Olva Courier
1D787,Santa María del Mar,Pueblo Libre,8.47,21,19,Serpost
1D787,Santa María del Mar,Pueblo Libre,8.47,49,23,DHL Express Perú
1D788,San Juan de Miraflores,Breña,15.28,118,22,Olva Courier
1D788,San Juan de Miraflores,Breña,15.28,93,17,Serpost
1D788,San Juan de Miraflores,Breña,15.28,27,24,DHL Express Perú
1D789,Carabayllo,Ancón,18.18,97,18,Olva Courier
1D789,Carabayllo,Ancón,18.18,69,22,Serpost
1D789,Carabayllo,Ancón,18.18,34,22,DHL Express Perú
1D790,San Miguel,Puente Piedra,19.55,122,14,Olva Courier
1D790,San Miguel,Puente Piedra,19.55,34,21,Serpost
1D790,San Miguel,Puente Piedra,19.55,85,16,DHL Express Perú
1D791,Lince,Independencia,5.87,115,20,Olva Courier
1D791,Lince,Independencia,5.87,94,15,Serpost
1D791,Lince,Independencia,5.87,28,26,DHL Express Perú
1D792,Barranco,San Juan de Lurigancho,9.47,121,21,Olva Courier
1D792,Barranco,San Juan de Lurigancho,9.47,64,22,Serpost
1D792,Barranco,San Juan de Lurigancho,9.47,87,24,DHL Express Perú
1D793,Ventanilla,San Borja,25.41,43,19,Olva Courier
1D793,Ventanilla,San Borja,25.41,69,22,Serpost
1D793,Ventanilla,San Borja,25.41,91,15,DHL Express Perú
1D794,Lince,Lurigancho,8.0,32,27,Olva Courier
1D794,Lince,Lurigancho,8.0,26,15,Serpost
1D794,Lince,Lurigancho,8.0,57,19,DHL Express Perú
1D795,Breña,Puente Piedra,21.4,34,20,Olva Courier
1D795,Breña,Puente Piedra,21.4,84,14,Serpost
1D795,Breña,Puente Piedra,21.4,92,20,DHL Express Perú
1D796,Puente Piedra,Lurín,22.88,99,17,Olva Courier
1D796,Puente Piedra,Lurín,22.88,52,15,Serpost
1D796,Puente Piedra,Lurín,22.88,112,12,DHL Express Perú
1D797,Santa María del Mar,San Bartolo,20.23,51,25,Olva Courier
1D797,Santa María del Mar,San Bartolo,20.23,66,20,Serpost
1D797,Santa María del Mar,San Bartolo,20.23,70,23,DHL Express Perú
1D798,Pueblo Libre,San Isidro,8.53,76,15,Olva Courier
1D798,Pueblo Libre,San Isidro,8.53,89,21,Serpost
1D798,Pueblo Libre,San Isidro,8.53,108,26,DHL Express Perú
1D799,La Molina,Surquillo,14.22,102,25,Olva Courier
1D799,La Molina,Surquillo,14.22,46,23,Serpost
1D799,La Molina,Surquillo,14.22,31,16,DHL Express Perú
1D800,La Perla,Lurín,26.57,110,16,Olva Courier
1D800,La Perla,Lurín,26.57,120,13,Serpost
1D800,La Perla,Lurín,26.57,82,20,DHL Express Perú
1D801,Jesús María,Carmen de la Legua Reynoso,14.95,58,13,Olva Courier
1D801,Jesús María,Carmen de la Legua Reynoso,14.95,42,18,Serpost
1D801,Jesús María,Carmen de la Legua Reynoso,14.95,25,16,DHL Express Perú
1D802,Mi Perú,Lurigancho,28.64,91,17,Olva Courier
1D802,Mi Perú,Lurigancho,28.64,105,13,Serpost
1D802,Mi Perú,Lurigancho,28.64,69,21,DHL Express Perú
1D803,Ventanilla,Barranco,11.94,86,19,Olva Courier
1D803,Ventanilla,Barranco,11.94,41,15,Serpost
1D803,Ventanilla,Barranco,11.94,58,19,DHL Express Perú
1D804,Breña,Santiago de Surco,19.26,106,17,Olva Courier
1D804,Breña,Santiago de Surco,19.26,23,18,Serpost
1D804,Breña,Santiago de Surco,19.26,62,17,DHL Express Perú
1D805,Pueblo Libre,Lurín,19.98,124,11,Olva Courier
1D805,Pueblo Libre,Lurín,19.98,92,20,Serpost
1D805,Pueblo Libre,Lurín,19.98,59,14,DHL Express Perú
1D806,Santiago de Surco,Surquillo,18.96,20,27,Olva Courier
1D806,Santiago de Surco,Surquillo,18.96,74,18,Serpost
1D806,Santiago de Surco,Surquillo,18.96,101,12,DHL Express Perú
1D807,Santa Anita,Carabayllo,12.32,95,15,Olva Courier
1D807,Santa Anita,Carabayllo,12.32,110,16,Serpost
1D807,Santa Anita,Carabayllo,12.32,71,23,DHL Express Perú
1D808,El Agustino,Ancón,19.87,64,22,Olva Courier
1D808,El Agustino,Ancón,19.87,123,17,Serpost
1D808,El Agustino,Ancón,19.87,81,22,DHL Express Perú
1D809,Santa María del Mar,Villa El Salvador,6.11,113,25,Olva Courier
1D809,Santa María del Mar,Villa El Salvador,6.11,56,21,Serpost
1D809,Santa María del Mar,Villa El Salvador,6.11,52,22,DHL Express Perú
1D810,Punta Hermosa,Santiago de Surco,19.87,64,17,Olva Courier
1D810,Punta Hermosa,Santiago de Surco,19.87,110,26,Serpost
1D810,Punta Hermosa,Santiago de Surco,19.87,78,20,DHL Express Perú
1D811,Ventanilla,La Punta,22.62,69,23,Olva Courier
1D811,Ventanilla,La Punta,22.62,31,18,Serpost
1D811,Ventanilla,La Punta,22.62,23,13,DHL Express Perú
1D812,San Martín de Porres,El Agustino,10.66,114,18,Olva Courier
1D812,San Martín de Porres,El Agustino,10.66,98,17,Serpost
1D812,San Martín de Porres,El Agustino,10.66,100,19,DHL Express Perú
1D813,Surquillo,Santiago de Surco,23.12,33,17,Olva Courier
1D813,Surquillo,Santiago de Surco,23.12,120,22,Serpost
1D813,Surquillo,Santiago de Surco,23.12,30,14,DHL Express Perú
1D814,San Martín de Porres,Puente Piedra,12.77,25,27,Olva Courier
1D814,San Martín de Porres,Puente Piedra,12.77,111,19,Serpost
1D814,San Martín de Porres,Puente Piedra,12.77,92,16,DHL Express Perú
1D815,La Punta,San Juan de Miraflores,28.45,38,16,Olva Courier
1D815,La Punta,San Juan de Miraflores,28.45,50,17,Serpost
1D815,La Punta,San Juan de Miraflores,28.45,69,18,DHL Express Perú
1D816,La Molina,Pucusana,28.29,74,21,Olva Courier
1D816,La Molina,Pucusana,28.29,76,25,Serpost
1D816,La Molina,Pucusana,28.29,25,17,DHL Express Perú
1D817,Bellavista,San Borja,19.8,63,18,Olva Courier
1D817,Bellavista,San Borja,19.8,23,23,Serpost
1D817,Bellavista,San Borja,19.8,75,21,DHL Express Perú
1D818,Punta Negra,San Bartolo,28.08,41,19,Olva Courier
1D818,Punta Negra,San Bartolo,28.08,29,15,Serpost
1D818,Punta Negra,San Bartolo,28.08,115,19,DHL Express Perú
1D819,Cieneguilla,Comas,10.95,38,19,Olva Courier
1D819,Cieneguilla,Comas,10.95,27,11,Serpost
1D819,Cieneguilla,Comas,10.95,54,24,DHL Express Perú
1D820,San Bartolo,Chorrillos,5.27,55,23,Olva Courier
1D820,San Bartolo,Chorrillos,5.27,76,16,Serpost
1D820,San Bartolo,Chorrillos,5.27,47,20,DHL Express Perú
1D821,Santa María del Mar,Pucusana,25.38,71,14,Olva Courier
1D821,Santa María del Mar,Pucusana,25.38,21,25,Serpost
1D821,Santa María del Mar,Pucusana,25.38,70,20,DHL Express Perú
1D822,La Punta,Cercado de Lima,12.01,83,24,Olva Courier
1D822,La Punta,Cercado de Lima,12.01,23,10,Serpost
1D822,La Punta,Cercado de Lima,12.01,115,26,DHL Express Perú
1D823,Bellavista,Punta Hermosa,13.5,32,20,Olva Courier
1D823,Bellavista,Punta Hermosa,13.5,104,18,Serpost
1D823,Bellavista,Punta Hermosa,13.5,61,27,DHL Express Perú
1D824,San Juan de Miraflores,Jesús María,25.23,86,15,Olva Courier
1D824,San Juan de Miraflores,Jesús María,25.23,58,24,Serpost
1D824,San Juan de Miraflores,Jesús María,25.23,27,20,DHL Express Perú
1D825,Miraflores,Villa María del Triunfo,10.22,32,11,Olva Courier
1D825,Miraflores,Villa María del Triunfo,10.22,65,19,Serpost
1D825,Miraflores,Villa María del Triunfo,10.22,35,15,DHL Express Perú
1D826,Santa Anita,La Victoria,12.13,52,13,Olva Courier
1D826,Santa Anita,La Victoria,12.13,36,22,Serpost
1D826,Santa Anita,La Victoria,12.13,86,17,DHL Express Perú
1D827,Santiago de Surco,San Bartolo,17.54,111,10,Olva Courier
1D827,Santiago de Surco,San Bartolo,17.54,41,19,Serpost
1D827,Santiago de Surco,San Bartolo,17.54,57,23,DHL Express Perú
1D828,Rímac,Santa María del Mar,17.05,109,23,Olva Courier
1D828,Rímac,Santa María del Mar,17.05,53,16,Serpost
1D828,Rímac,Santa María del Mar,17.05,27,19,DHL Express Perú
1D829,Carabayllo,Ventanilla,16.32,105,9,Olva Courier
1D829,Carabayllo,Ventanilla,16.32,121,24,Serpost
1D829,Carabayllo,Ventanilla,16.32,95,21,DHL Express Perú
1D830,Rímac,Independencia,9.93,93,20,Olva Courier
1D830,Rímac,Independencia,9.93,80,17,Serpost
1D830,Rímac,Independencia,9.93,26,21,DHL Express Perú
1D831,Bellavista,Santa Anita,5.57,37,22,Olva Courier
1D831,Bellavista,Santa Anita,5.57,29,22,Serpost
1D831,Bellavista,Santa Anita,5.57,83,9,DHL Express Perú
1D832,Surquillo,Miraflores,13.52,63,14,Olva Courier
1D832,Surquillo,Miraflores,13.52,121,19,Serpost
1D832,Surquillo,Miraflores,13.52,17,12,DHL Express Perú
1D833,San Juan de Lurigancho,San Luis,21.6,64,16,Olva Courier
1D833,San Juan de Lurigancho,San Luis,21.6,62,9,Serpost
1D833,San Juan de Lurigancho,San Luis,21.6,44,23,DHL Express Perú
1D834,Surquillo,Independencia,20.63,32,17,Olva Courier
1D834,Surquillo,Independencia,20.63,87,22,Serpost
1D834,Surquillo,Independencia,20.63,43,19,DHL Express Perú
1D835,Comas,Santa Rosa,27.47,96,15,Olva Courier
1D835,Comas,Santa Rosa,27.47,64,17,Serpost
1D835,Comas,Santa Rosa,27.47,119,23,DHL Express Perú
1D836,Lurigancho,Pucusana,16.05,94,24,Olva Courier
1D836,Lurigancho,Pucusana,16.05,32,20,Serpost
1D836,Lurigancho,Pucusana,16.05,121,22,DHL Express Perú
1D837,Pachacámac,Santa Rosa,9.62,61,26,Olva Courier
1D837,Pachacámac,Santa Rosa,9.62,85,22,Serpost
1D837,Pachacámac,Santa Rosa,9.62,41,20,DHL Express Perú
1D838,Punta Hermosa,Ventanilla,6.39,110,15,Olva Courier
1D838,Punta Hermosa,Ventanilla,6.39,62,13,Serpost
1D838,Punta Hermosa,Ventanilla,6.39,79,18,DHL Express Perú
1D839,San Luis,Santiago de Surco,14.3,75,24,Olva Courier
1D839,San Luis,Santiago de Surco,14.3,121,13,Serpost
1D839,San Luis,Santiago de Surco,14.3,26,15,DHL Express Perú
1D840,Ancón,Cercado de Lima,25.54,71,20,Olva Courier
1D840,Ancón,Cercado de Lima,25.54,71,20,Serpost
1D840,Ancón,Cercado de Lima,25.54,73,19,DHL Express Perú
1D841,Los Olivos,San Isidro,19.01,93,18,Olva Courier
1D841,Los Olivos,San Isidro,19.01,108,12,Serpost
1D841,Los Olivos,San Isidro,19.01,92,20,DHL Express Perú
1D842,Lurigancho,Ancón,17.34,63,23,Olva Courier
1D842,Lurigancho,Ancón,17.34,27,17,Serpost
1D842,Lurigancho,Ancón,17.34,49,12,DHL Express Perú
1D843,Magdalena del Mar,Ate,16.59,114,21,Olva Courier
1D843,Magdalena del Mar,Ate,16.59,95,18,Serpost
1D843,Magdalena del Mar,Ate,16.59,80,24,DHL Express Perú
1D844,Magdalena del Mar,Magdalena del Mar,10.34,125,22,Olva Courier
